City,Lat,Lng,Temperature,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Varca,15.2167,73.9167,21.0,21.0,88,0,1.03,IN,1613268570
Kostomuksha,64.571,30.5767,-22.05,-22.05,91,76,1.91,RU,1613268570
Gangānagar,29.9167,73.8833,13.27,13.27,37,0,2.23,IN,1613268571
Esim,4.8699,-2.2405,26.88,26.88,85,2,4.75,GH,1613268571
Orange Cove,36.6244,-119.3137,8.83,12.22,82,90,3.6,US,1613268453
Havøysund,70.9963,24.6622,-4.0,-4.0,80,75,3.6,NO,1613268571
Maridi,4.9158,29.4742,21.27,21.27,23,82,0.64,SS,1613268572
Kuito,-12.3833,16.9333,13.69,13.69,66,3,2.81,AO,1613268572
Bichura,50.5881,107.6022,-20.23,-20.23,85,100,0.68,RU,1613268572
Opuwo,-18.0607,13.84,15.56,15.56,90,75,0.51,NA,1613268572
Semey,50.4111,80.2275,-21.0,-21.0,77,5,5.0,KZ,1613268573
Ancud,-41.8697,-73.8203,10.79,13.33,71,0,2.06,CL,1613268573
Mossamedes,-15.1961,12.1522,22.89,22.89,73,98,2.67,AO,1613268573
Benalla,-36.55,145.9833,21.97,25.0,41,0,3.09,AU,1613268574
Shebalino,51.2917,85.6772,-9.81,-9.81,79,15,2.28,RU,1613268574
Talaya,61.3833,152.75,-27.71,-27.71,83,100,0.95,RU,1613268574
Shingū,33.7333,135.9833,17.0,17.0,55,75,4.63,JP,1613268574
Itarema,-2.9248,-39.9167,26.86,26.86,83,100,5.59,BR,1613268575
Madimba,-10.4,40.3333,25.0,25.0,94,75,5.66,TZ,1613268575
Sorong,-0.8833,131.25,27.48,27.48,77,100,3.64,ID,1613268575
Mayo,38.8876,-76.5119,-2.43,-1.67,93,90,2.57,US,1613268575
Yerbogachën,61.2767,108.0108,-32.77,-32.77,85,0,0.75,RU,1613268396
Maracaju,-21.6144,-55.1683,21.6,21.6,89,0,1.42,BR,1613268576
Gamba,-2.65,10.0,24.16,24.16,91,96,0.57,GA,1613268576
Lang Son,21.8333,106.7333,19.8,19.8,63,0,0.86,VN,1613268493
Chālūs,36.655,51.4204,10.0,10.0,93,90,1.03,IR,1613268577
La Rioja,42.25,-2.5,4.0,4.0,93,0,2.57,ES,1613268577
Muravlenko,63.7898,74.523,-35.66,-35.66,85,0,2.85,RU,1613268577
Half Moon Bay,37.4636,-122.4286,10.84,12.0,82,40,7.2,US,1613268577
Leningradskiy,69.3833,178.4167,-24.98,-24.98,86,95,1.43,RU,1613268578
Steamboat Springs,40.485,-106.8317,-1.27,0.0,100,90,1.51,US,1613268578
Kumul,42.8,93.45,-0.86,-0.86,83,0,5.11,CN,1613268578
Nouadhibou,20.931,-17.0347,17.0,17.0,82,0,8.23,MR,1613268578
Lavrentiya,65.5833,-171.0,-17.77,-17.77,90,100,5.53,RU,1613268579
Atar,20.5169,-13.0499,18.21,18.21,21,0,4.45,MR,1613268579
Cairns,-16.9167,145.7667,30.85,31.67,74,40,3.6,AU,1613268579
Kyren,51.6828,102.1408,-17.12,-17.12,78,98,0.43,RU,1613268580
Popondetta,-8.7537,148.2534,25.01,25.01,90,100,0.49,PG,1613268580
Lerwick,60.1545,-1.1494,4.0,4.0,70,90,15.43,GB,1613268580
Dori,14.0354,-0.0345,23.84,23.84,16,0,3.62,BF,1613268580
Saalfeld,50.65,11.3667,-12.41,-11.11,70,0,0.43,DE,1613268581
Marystown,47.1666,-55.1483,-4.43,-4.43,92,18,6.62,CA,1613268581
La Primavera,5.4906,-70.4092,29.38,29.38,51,77,2.42,CO,1613268582
Mangai,-4.05,19.5333,21.59,21.59,98,97,0.5,CD,1613268582
Kahului,20.8947,-156.47,23.69,26.0,65,40,7.2,US,1613268445
Moshupa,-24.7782,25.4155,21.0,21.0,78,0,3.09,BW,1613268582
Saldanha,-33.0117,17.9442,19.0,19.0,88,68,1.03,ZA,1613268583
Chennai,13.0878,80.2785,21.0,21.0,94,20,2.65,IN,1613268583
Linkou,45.3,130.2833,-5.59,-5.59,92,98,0.26,CN,1613268362
Minsk,53.9,27.5667,-6.0,-6.0,86,75,8.0,BY,1613268583
Galesong,-5.3166,119.3661,26.0,26.0,94,20,2.57,ID,1613268583
Mount Isa,-20.7333,139.5,30.0,30.0,66,75,3.6,AU,1613268584
Payo,-3.7508,103.6372,26.13,26.13,85,100,1.45,ID,1613268584
Benicarló,40.4165,0.4271,6.84,7.78,74,2,0.45,ES,1613268371
Paamiut,61.994,-49.6678,-10.06,-10.06,94,0,9.58,GL,1613268585
Mīnāb,27.1467,57.0801,13.0,13.0,88,0,2.06,IR,1613268585
Ketchikan,55.3422,-131.6461,1.4,2.0,37,1,5.14,US,1613268585
Tahe,52.3333,124.7333,-20.98,-20.98,85,100,4.76,CN,1613268585
Nerchinskiy Zavod,51.3088,119.61,-24.87,-24.87,85,92,0.91,RU,1613268586
Melfi,40.9965,15.6514,-5.0,-5.0,86,90,4.12,IT,1613268586
Necochea,-38.5473,-58.7368,20.0,20.0,95,100,1.79,AR,1613268586
Bowen,-20.0167,148.2333,31.0,31.0,55,40,4.63,AU,1613268586
Ballina,-28.8667,153.5667,22.07,22.22,94,90,10.8,AU,1613268587
Sibu,2.3,111.8167,25.0,25.0,94,20,1.03,MY,1613268587
Maningrida,-12.0667,134.2667,31.89,31.89,63,34,1.82,AU,1613268587
Emerald,-23.5333,148.1667,32.0,32.0,58,75,4.63,AU,1613268588
Biak,-0.9131,122.8766,27.28,27.28,70,99,0.48,ID,1613268588
Biloela,-24.4167,150.5,28.85,28.85,53,89,3.51,AU,1613268588
Polunochnoye,60.8697,60.4153,-24.78,-24.78,91,100,3.28,RU,1613268588
Manokwari,-0.8667,134.0833,28.25,28.25,78,77,4.53,ID,1613268589
Labuhan,-6.8844,112.2051,27.79,27.79,76,100,2.48,ID,1613268589
Ponta Delgada,37.7333,-25.6667,13.94,14.0,72,20,10.29,PT,1613268589
Tsiroanomandidy,-18.7667,46.0333,19.19,19.19,94,96,1.37,MG,1613268389
Sarab,38.6066,44.9883,5.04,5.04,63,96,1.98,IR,1613268590
Mayumba,-3.432,10.6554,25.14,25.14,87,100,1.27,GA,1613268590
Encruzilhada,-15.5314,-40.9094,18.51,18.51,94,21,2.34,BR,1613268590
Bealanana,-14.55,48.7333,18.5,18.5,90,99,0.63,MG,1613268590
Matamoros,25.5333,-103.25,14.92,16.0,41,1,1.49,MX,1613268591
Luena,-11.7833,19.9167,14.82,14.82,80,57,0.82,AO,1613268591
Ascension,30.2169,-90.9001,2.6,4.0,75,1,4.63,US,1613268591
Peachland,49.7665,-119.7357,-7.41,-6.67,83,100,0.45,CA,1613268494
Alta Floresta,-9.8756,-56.0861,22.31,22.31,93,100,1.19,BR,1613268592
Kuopio,62.8924,27.677,-11.0,-11.0,92,90,3.6,FI,1613268593
Maksatikha,57.797,35.8825,-16.19,-16.19,93,100,4.49,RU,1613268593
Duiwelskloof,-23.6934,30.14,19.61,19.61,85,82,1.48,ZA,1613268593
Belmonte,-15.8631,-38.8828,25.0,25.0,78,20,5.14,BR,1613268593
Bjerkvik,68.5597,17.5189,-8.16,-5.56,85,75,1.54,NO,1613268594
Nuuk,64.1835,-51.7216,-10.0,-10.0,73,90,7.2,GL,1613268594
Ambon City,-3.6954,128.1814,30.0,30.0,70,40,3.6,ID,1613268594
Tomé,-36.6167,-72.95,16.0,16.0,63,0,4.63,CL,1613268594
Abhā,18.2164,42.5053,11.91,13.0,87,0,0.98,SA,1613268595
Zilupe,56.3862,28.1217,-9.07,-9.07,97,100,2.43,LV,1613268595
Solnechnyy,50.7214,136.6319,-8.22,-8.22,94,99,1.62,RU,1613268595
Port Macquarie,-31.4333,152.9167,25.27,25.56,59,59,1.79,AU,1613268474
Laas,46.6166,10.7002,-11.5,-8.33,72,0,3.6,IT,1613268596
Bilibino,68.0546,166.4372,-22.75,-22.75,85,100,3.19,RU,1613268596
Shibetsu,43.659,145.132,3.0,3.0,56,0,1.54,JP,1613268596
Grand Island,40.925,-98.342,-17.39,-17.0,66,75,8.75,US,1613268316
Toamasina,-18.1667,49.3833,24.0,24.0,94,75,2.06,MG,1613268597
Lasem,-6.6922,111.4527,27.72,27.72,77,89,2.91,ID,1613268597
Torit,4.4133,32.5678,26.9,26.9,36,40,1.94,SS,1613268597
Inhambane,-23.865,35.3833,26.66,26.66,84,32,3.5,MZ,1613268598
La Macarena,2.1837,-73.7849,25.75,25.75,66,99,1.61,CO,1613268598
Springfield,37.2153,-93.2982,-13.49,-12.22,72,1,6.69,US,1613268333
Saint Anthony,45.0205,-93.218,-22.25,-22.0,54,1,2.06,US,1613268599
Dabat,12.9842,37.765,9.31,9.31,51,16,1.76,ET,1613268599
Wołów,51.3366,16.6443,-5.0,-5.0,85,98,3.58,PL,1613268599
Muisne,0.6,-80.0333,25.23,25.23,83,19,1.04,EC,1613268599
Cuamba,-14.8031,36.5372,20.11,20.11,96,100,1.03,MZ,1613268600
Carmelo,-33.9892,-58.2856,21.01,22.0,94,20,2.96,UY,1613268405
Kathmandu,27.7167,85.3167,10.0,10.0,93,75,1.03,NP,1613268568
Saint-Louis,16.3333,-15.0,23.07,23.07,16,0,4.93,SN,1613268600
Aykhal,66.0,111.5,-32.22,-32.22,80,100,1.83,RU,1613268601
Kaoma,-14.7833,24.8,17.02,17.02,89,100,1.47,ZM,1613268601
Irbeyskoye,55.6428,95.4522,-18.02,-18.02,92,100,1.37,RU,1613268601
Bereda,43.2686,-7.5406,12.66,13.33,82,0,6.17,ES,1613268602
Taltal,-25.4,-70.4833,19.78,19.78,69,0,1.78,CL,1613268603
Baruun-Urt,46.6806,113.2792,-22.12,-22.12,82,0,2.06,MN,1613268604
Iquitos,-3.7481,-73.2472,25.0,25.0,94,20,0.92,PE,1613268604
Hobyo,5.3505,48.5268,23.87,23.87,79,23,7.09,SO,1613268604
Ashiya,34.7281,135.3026,14.35,15.0,67,40,4.12,JP,1613268605
Polovinnoye,54.7914,65.9864,-2.94,-2.94,96,99,5.84,RU,1613268605
Bandi̇̄pur,27.9333,84.4167,12.16,12.16,60,24,0.96,NP,1613268605
Tabuk,17.4189,121.4443,23.73,23.73,71,40,1.75,PH,1613268605
Oranjemund,-28.55,16.4333,17.92,17.92,89,69,1.99,NA,1613268606
Pāsighāt,28.0667,95.3333,20.11,20.11,37,72,0.93,IN,1613268606
Lakatoro,-16.0999,167.4164,29.15,29.15,72,100,3.6,VU,1613268607
Constitución,-35.3333,-72.4167,13.38,13.38,88,38,4.37,CL,1613268560
Senno,59.5336,33.9167,-18.89,-18.89,89,93,2.67,RU,1613268608
Port Keats,-14.25,129.55,29.37,29.37,75,100,5.68,AU,1613268608
Karaton,-6.3424,106.1045,27.97,30.56,83,40,3.6,ID,1613268609
Bontang,0.1333,117.5,23.57,23.57,91,100,4.33,ID,1613268610
Muros,42.7762,-9.0603,13.39,13.89,83,100,0.89,ES,1613268610
Kashgar,39.4547,75.9797,2.0,2.0,44,20,3.0,CN,1613268610
Taunggyi,20.7833,97.0333,17.63,17.63,44,0,0.48,MM,1613268610
Ust-Maya,60.4167,134.5333,-19.85,-19.85,91,100,2.58,RU,1613268611
Kemijärvi,66.7131,27.4306,-16.0,-16.0,94,90,1.24,FI,1613268611
Vilyuysk,63.7553,121.6247,-26.07,-26.07,88,99,3.17,RU,1613268611
Dongying,37.4564,118.4856,7.23,7.23,80,100,4.71,CN,1613268612
Itaueira,-7.6033,-43.0256,23.69,23.69,83,38,0.63,BR,1613268612
Sulphur Springs,33.1385,-95.6011,-4.62,-4.0,80,90,5.14,US,1613268612
Miles City,46.4083,-105.8406,-26.0,-26.0,64,1,3.09,US,1613268612
Ishinomaki,38.4167,141.3,8.0,8.0,66,40,3.6,JP,1613268613
Savalou,7.9281,1.9756,27.14,27.14,70,0,2.35,BJ,1613268613
Fairbanks,64.8378,-147.7164,-18.06,-15.56,78,1,1.54,US,1613268332
Yantal',56.8471,105.2542,-22.44,-22.44,87,100,2.15,RU,1613268613
Dali,25.7,100.1833,11.4,11.4,46,0,0.58,CN,1613268614
Buala,-8.145,159.5921,28.66,28.66,79,100,5.2,SB,1613268614
Aitape,-3.1374,142.3475,28.28,28.28,68,96,0.36,PG,1613268614
Chumikan,54.7183,135.315,-11.09,-11.09,93,100,4.61,RU,1613268615
Santa Maria,-29.6842,-53.8069,20.78,20.78,79,83,1.31,BR,1613268615
Faya,18.3851,42.4509,11.96,13.0,87,0,0.88,SA,1613268615
Deputatsky,69.3,139.9,-34.12,-34.12,86,12,1.43,RU,1613268616
Vanavara,60.34,102.2797,-31.93,-31.93,86,80,0.53,RU,1613268616
Luang Prabang,19.8856,102.1347,17.0,17.0,82,75,0.3,LA,1613268616
Lapua,62.9693,23.0088,-10.68,-8.0,100,90,2.57,FI,1613268617
Kungurtug,50.5994,97.5228,-19.08,-19.08,82,89,0.31,RU,1613268617
Mkushi,-13.6202,29.3939,17.26,17.26,95,76,1.88,ZM,1613268617
Moose Factory,51.2585,-80.6094,-24.0,-24.0,77,90,2.57,CA,1613268618
Geraldton,-28.7667,114.6,30.0,30.0,39,75,3.6,AU,1613268618
Port Hedland,-20.3167,118.5667,30.0,30.0,58,0,4.12,AU,1613268502
Huarmey,-10.0681,-78.1522,22.34,22.34,76,60,3.68,PE,1613268619
Sidi Ali,36.0998,0.4206,9.4,9.4,84,3,1.58,DZ,1613268619
Arrondissement de Saint-Denis,48.9167,2.3333,-3.83,-3.33,58,0,4.12,FR,1613268619
Yayva,59.3303,57.2641,-14.0,-14.0,93,100,5.74,RU,1613268620
Zlobin,45.2924,14.6541,-1.29,-0.56,47,20,2.57,HR,1613268620
Dhārchula,29.85,80.5333,11.35,11.35,38,39,2.35,IN,1613268620
Banff,51.1762,-115.5698,-18.52,-17.0,66,71,2.57,CA,1613268621
Farīdpur,23.6,89.8333,17.0,17.0,82,40,1.74,BD,1613268543
Sleaford,52.9983,-0.4094,-0.69,0.0,69,75,7.2,GB,1613268621
Corpus Christi,27.8006,-97.3964,1.4,2.22,86,90,5.14,US,1613268622
Camacha,33.0833,-16.3333,13.0,13.0,88,20,1.54,PT,1613268622
Anadyr,64.75,177.4833,-7.0,-7.0,79,90,1.0,RU,1613268623
Aklavik,68.2191,-135.0107,-21.95,-21.0,77,100,0.51,CA,1613268623
Ambulu,-8.345,113.6058,28.32,28.32,73,61,0.44,ID,1613268623
Tegul'det,57.3064,88.1667,-19.01,-19.01,92,100,2.77,RU,1613268623
Altamira,-3.2033,-52.2064,23.02,23.02,96,71,0.92,BR,1613268624
Bhīmunipatnam,17.8833,83.4333,18.0,18.0,94,8,1.03,IN,1613268624
São João da Barra,-21.6403,-41.0511,25.06,25.06,82,100,7.72,BR,1613268624
Batagay-Alyta,67.8006,130.4114,-23.07,-23.07,80,34,0.6,RU,1613268625
Ljubovija,44.1894,19.3767,-11.6,-11.0,72,90,2.06,RS,1613268625
Tarpon Springs,28.1461,-82.7568,21.65,23.33,83,100,4.9,US,1613268625
Zverinogolovskoye,54.4586,64.8542,-3.33,-3.33,96,100,6.21,RU,1613268625
Yulara,-25.2406,130.9889,27.0,27.0,41,75,6.69,AU,1613268626
